sistema,iteracao,index,views,tabelas_temporarias,operacao,variacao,tempo
POSTGIS,23,END,1,None,PERT,COVEREDBY,"21,6098525524139"
POSTGIS,24,END,1,None,PERT,COVEREDBY,"20,8669757843017"
POSTGIS,25,END,1,None,PERT,COVEREDBY,"21,1669390201568"
POSTGIS,26,END,1,None,PERT,COVEREDBY,"21,5836691856384"
POSTGIS,27,END,1,None,PERT,COVEREDBY,"21,3335180282592"
POSTGIS,28,END,1,None,PERT,COVEREDBY,"21,8504188060760"
POSTGIS,29,END,1,None,PERT,COVEREDBY,"21,3001997470855"
POSTGIS,0,END,1,None,PERT,DISJOINT,"90,8507494926452"
POSTGIS,1,END,1,None,PERT,DISJOINT,"90,5841865539550"
POSTGIS,2,END,1,None,PERT,DISJOINT,"89,8679547309875"
POSTGIS,3,END,1,None,PERT,DISJOINT,"88,3381247520446"
POSTGIS,4,END,1,None,PERT,DISJOINT,"88,5302858352661"
POSTGIS,5,END,1,None,PERT,DISJOINT,"89,2689638137817"
POSTGIS,6,END,1,None,PERT,DISJOINT,"88,0844819545745"
POSTGIS,7,END,1,None,PERT,DISJOINT,"88,8181340694427"
POSTGIS,8,END,1,None,PERT,DISJOINT,"89,2156772613525"
POSTGIS,9,END,1,None,PERT,DISJOINT,"88,8771100044250"
POSTGIS,10,END,1,None,PERT,DISJOINT,"90,4979026317596"
POSTGIS,11,END,1,None,PERT,DISJOINT,"90,4808461666107"
POSTGIS,12,END,1,None,PERT,DISJOINT,"91,3845717906951"
POSTGIS,13,END,1,None,PERT,DISJOINT,"91,8013055324554"
POSTGIS,14,END,1,None,PERT,DISJOINT,"91,2179560661315"
POSTGIS,15,END,1,None,PERT,DISJOINT,"88,4175372123718"
POSTGIS,16,END,1,None,PERT,DISJOINT,"89,7683150768280"
POSTGIS,17,END,1,None,PERT,DISJOINT,"89,5845904350280"
POSTGIS,18,END,1,None,PERT,DISJOINT,"89,7179124355316"
POSTGIS,19,END,1,None,PERT,DISJOINT,"89,5846374034881"
POSTGIS,20,END,1,None,PERT,DISJOINT,"92,9678761959075"
POSTGIS,21,END,1,None,PERT,DISJOINT,"90,2513060569763"
POSTGIS,22,END,1,None,PERT,DISJOINT,"89,7013025283813"
POSTGIS,23,END,1,None,PERT,DISJOINT,"90,4175493717193"
POSTGIS,24,END,1,None,PERT,DISJOINT,"87,8541288375854"
POSTGIS,25,END,1,None,PERT,DISJOINT,"89,8653726577758"
POSTGIS,26,END,1,None,PERT,DISJOINT,"90,0345575809478"
POSTGIS,27,END,1,None,PERT,DISJOINT,"89,4345569610595"
POSTGIS,28,END,1,None,PERT,DISJOINT,"90,1347036361694"
POSTGIS,29,END,1,None,PERT,DISJOINT,"89,9011249542236"
POSTGIS,0,END,1,None,PERT,INTERSECTS,"23,4670059680938"
POSTGIS,1,END,1,None,PERT,INTERSECTS,"23,8992533683776"
POSTGIS,2,END,1,None,PERT,INTERSECTS,"23,5847260951995"
POSTGIS,3,END,1,None,PERT,INTERSECTS,"23,9836373329162"
POSTGIS,4,END,1,None,PERT,INTERSECTS,"23,8502688407897"
POSTGIS,5,END,1,None,PERT,INTERSECTS,"23,9194893836975"
POSTGIS,6,END,1,None,PERT,INTERSECTS,"23,8978106975555"
POSTGIS,7,END,1,None,PERT,INTERSECTS,"24,3503501415252"
POSTGIS,8,END,1,None,PERT,INTERSECTS,"24,6004753112792"
POSTGIS,9,END,1,None,PERT,INTERSECTS,"24,4836072921752"
POSTGIS,10,END,1,None,PERT,INTERSECTS,"24,1836876869201"
POSTGIS,11,END,1,None,PERT,INTERSECTS,"23,6836450099945"
POSTGIS,12,END,1,None,PERT,INTERSECTS,"23,3835449218750"
POSTGIS,13,END,1,None,PERT,INTERSECTS,"24,2196509838104"
POSTGIS,14,END,1,None,PERT,INTERSECTS,"23,9977917671203"
POSTGIS,15,END,1,None,PERT,INTERSECTS,"24,1169471740722"
POSTGIS,16,END,1,None,PERT,INTERSECTS,"24,4503831863403"
POSTGIS,17,END,1,None,PERT,INTERSECTS,"23,7670493125915"
POSTGIS,18,END,1,None,PERT,INTERSECTS,"24,1529326438903"
POSTGIS,19,END,1,None,PERT,INTERSECTS,"24,0309636592865"
POSTGIS,20,END,1,None,PERT,INTERSECTS,"23,8666346073150"
POSTGIS,21,END,1,None,PERT,INTERSECTS,"24,0983695983886"
POSTGIS,22,END,1,None,PERT,INTERSECTS,"23,8859457969665"
POSTGIS,23,END,1,None,PERT,INTERSECTS,"24,0337955951690"
POSTGIS,24,END,1,None,PERT,INTERSECTS,"24,0836403369903"
POSTGIS,25,END,1,None,PERT,INTERSECTS,"24,0332446098327"
POSTGIS,26,END,1,None,PERT,INTERSECTS,"23,8322653770446"
POSTGIS,27,END,1,None,PERT,INTERSECTS,"24,2517271041870"
POSTGIS,28,END,1,None,PERT,INTERSECTS,"23,4007437229156"
POSTGIS,29,END,1,None,PERT,INTERSECTS,"24,0366704463958"
POSTGIS,0,END,1,None,PERT,WITHIN,"21,4503278732299"
POSTGIS,1,END,1,None,PERT,WITHIN,"20,7832205295562"
POSTGIS,2,END,1,None,PERT,WITHIN,"21,9006478786468"
POSTGIS,3,END,1,None,PERT,WITHIN,"21,5530219078063"
POSTGIS,4,END,1,None,PERT,WITHIN,"21,3038985729217"
POSTGIS,5,END,1,None,PERT,WITHIN,"21,4105627536773"
POSTGIS,6,END,1,None,PERT,WITHIN,"21,4170219898223"
POSTGIS,7,END,1,None,PERT,WITHIN,"21,9004504680633"
POSTGIS,8,END,1,None,PERT,WITHIN,"21,2341911792755"
POSTGIS,9,END,1,None,PERT,WITHIN,"21,1688115596771"
POSTGIS,10,END,1,None,PERT,WITHIN,"21,1978349685668"
POSTGIS,11,END,1,None,PERT,WITHIN,"21,0002472400665"
POSTGIS,12,END,1,None,PERT,WITHIN,"20,7502017021179"
POSTGIS,13,END,1,None,PERT,WITHIN,"20,8670728206634"
POSTGIS,14,END,1,None,PERT,WITHIN,"21,0002157688140"
POSTGIS,15,END,1,None,PERT,WITHIN,"21,2336127758026"
POSTGIS,16,END,1,None,PERT,WITHIN,"20,8435890674591"
POSTGIS,17,END,1,None,PERT,WITHIN,"21,0009834766387"
POSTGIS,18,END,1,None,PERT,WITHIN,"22,0230088233947"
POSTGIS,19,END,1,None,PERT,WITHIN,"21,1170165538787"
POSTGIS,20,END,1,None,PERT,WITHIN,"21,3338031768798"
POSTGIS,21,END,1,None,PERT,WITHIN,"21,2528266906738"
POSTGIS,22,END,1,None,PERT,WITHIN,"21,3309130668640"
POSTGIS,23,END,1,None,PERT,WITHIN,"21,4003458023071"
POSTGIS,24,END,1,None,PERT,WITHIN,"21,2501506805419"
POSTGIS,25,END,1,None,PERT,WITHIN,"20,8335702419281"
POSTGIS,26,END,1,None,PERT,WITHIN,"21,4844021797180"
POSTGIS,27,END,1,None,PERT,WITHIN,"21,2497785091400"
POSTGIS,28,END,1,None,PERT,WITHIN,"21,2002441883087"
POSTGIS,29,END,1,None,PERT,WITHIN,"21,9694318771362"
POSTGIS,0,END/BRIN,1,None,DMED_API,None,"18,8670189380645"
POSTGIS,1,END/BRIN,1,None,DMED_API,None,"18,8336522579193"
POSTGIS,2,END/BRIN,1,None,DMED_API,None,"18,7490775585174"
POSTGIS,3,END/BRIN,1,None,DMED_API,None,"18,8336300849914"
POSTGIS,4,END/BRIN,1,None,DMED_API,None,"18,7354538440704"
POSTGIS,5,END/BRIN,1,None,DMED_API,None,"18,6914701461792"
POSTGIS,6,END/BRIN,1,None,DMED_API,None,"18,8170113563537"
POSTGIS,7,END/BRIN,1,None,DMED_API,None,"18,6504464149475"
POSTGIS,8,END/BRIN,1,None,DMED_API,None,"18,8169572353363"
POSTGIS,9,END/BRIN,1,None,DMED_API,None,"18,7484240531921"
POSTGIS,10,END/BRIN,1,None,DMED_API,None,"18,7336721420288"
POSTGIS,11,END/BRIN,1,None,DMED_API,None,"18,8504033088684"
POSTGIS,12,END/BRIN,1,None,DMED_API,None,"18,7169475555419"
POSTGIS,13,END/BRIN,1,None,DMED_API,None,"18,6207120418548"
POSTGIS,14,END/BRIN,1,None,DMED_API,None,"18,9336674213409"
POSTGIS,15,END/BRIN,1,None,DMED_API,None,"18,6933608055114"
POSTGIS,16,END/BRIN,1,None,DMED_API,None,"18,8008728027343"
POSTGIS,17,END/BRIN,1,None,DMED_API,None,"18,6425015926361"
POSTGIS,18,END/BRIN,1,None,DMED_API,None,"18,6169524192810"
POSTGIS,19,END/BRIN,1,None,DMED_API,None,"19,0336670875549"
POSTGIS,20,END/BRIN,1,None,DMED_API,None,"18,9169807434082"
POSTGIS,21,END/BRIN,1,None,DMED_API,None,"18,5599994659423"
POSTGIS,22,END/BRIN,1,None,DMED_API,None,"18,7670228481292"
POSTGIS,23,END/BRIN,1,None,DMED_API,None,"18,6669402122497"
POSTGIS,24,END/BRIN,1,None,DMED_API,None,"18,7836682796478"
POSTGIS,25,END/BRIN,1,None,DMED_API,None,"19,1503286361694"
POSTGIS,26,END/BRIN,1,None,DMED_API,None,"18,6669261455535"
POSTGIS,27,END/BRIN,1,None,DMED_API,None,"18,9836299419403"
POSTGIS,28,END/BRIN,1,None,DMED_API,None,"18,9335598945617"
POSTGIS,29,END/BRIN,1,None,DMED_API,None,"19,3171095848083"
POSTGIS,0,END/BRIN,1,None,DMAX_PM,None,"48,5006971359252"
POSTGIS,1,END/BRIN,1,None,DMAX_PM,None,"49,3340384960174"
POSTGIS,2,END/BRIN,1,None,DMAX_PM,None,"48,8506157398223"
POSTGIS,3,END/BRIN,1,None,DMAX_PM,None,"48,2006554603576"
POSTGIS,4,END/BRIN,1,None,DMAX_PM,None,"47,7330610752105"
POSTGIS,5,END/BRIN,1,None,DMAX_PM,None,"48,5173072814941"
POSTGIS,6,END/BRIN,1,None,DMAX_PM,None,"47,9840772151947"
POSTGIS,7,END/BRIN,1,None,DMAX_PM,None,"47,9006564617157"
POSTGIS,8,END/BRIN,1,None,DMAX_PM,None,"47,0848555564880"
POSTGIS,9,END/BRIN,1,None,DMAX_PM,None,"48,0840258598327"
POSTGIS,10,END/BRIN,1,None,DMAX_PM,None,"48,9673576354980"
POSTGIS,11,END/BRIN,1,None,DMAX_PM,None,"48,3183541297912"
POSTGIS,12,END/BRIN,1,None,DMAX_PM,None,"47,6172161102294"
POSTGIS,13,END/BRIN,1,None,DMAX_PM,None,"48,1506738662719"
POSTGIS,14,END/BRIN,1,None,DMAX_PM,None,"48,5126087665557"
POSTGIS,15,END/BRIN,1,None,DMAX_PM,None,"48,2173166275024"
POSTGIS,16,END/BRIN,1,None,DMAX_PM,None,"47,4836952686309"
POSTGIS,17,END/BRIN,1,None,DMAX_PM,None,"47,7996082305908"
POSTGIS,18,END/BRIN,1,None,DMAX_PM,None,"47,4876582622528"
POSTGIS,19,END/BRIN,1,None,DMAX_PM,None,"47,5502774715423"
POSTGIS,20,END/BRIN,1,None,DMAX_PM,None,"47,9507100582122"
POSTGIS,21,END/BRIN,1,None,DMAX_PM,None,"47,7507224082946"
POSTGIS,22,END/BRIN,1,None,DMAX_PM,None,"47,9169304370880"
POSTGIS,23,END/BRIN,1,None,DMAX_PM,None,"48,1338829994201"
POSTGIS,24,END/BRIN,1,None,DMAX_PM,None,"47,5173294544220"
POSTGIS,25,END/BRIN,1,None,DMAX_PM,None,"47,8506217002868"
POSTGIS,26,END/BRIN,1,None,DMAX_PM,None,"47,6672523021698"
POSTGIS,27,END/BRIN,1,None,DMAX_PM,None,"48,2341239452362"
POSTGIS,28,END/BRIN,1,None,DMAX_PM,None,"49,2507205009460"
POSTGIS,29,END/BRIN,1,None,DMAX_PM,None,"47,9668760299682"
POSTGIS,0,END/BRIN,1,None,DMAX_API,None,"18,8170051574707"
POSTGIS,1,END/BRIN,1,None,DMAX_API,None,"18,7669744491577"
POSTGIS,2,END/BRIN,1,None,DMAX_API,None,"18,8836045265197"
POSTGIS,3,END/BRIN,1,None,DMAX_API,None,"18,8669741153717"
POSTGIS,4,END/BRIN,1,None,DMAX_API,None,"19,0002293586730"
POSTGIS,5,END/BRIN,1,None,DMAX_API,None,"18,7169861793518"
POSTGIS,6,END/BRIN,1,None,DMAX_API,None,"18,9669945240020"
POSTGIS,7,END/BRIN,1,None,DMAX_API,None,"18,9170122146606"
POSTGIS,8,END/BRIN,1,None,DMAX_API,None,"18,8337252140045"
POSTGIS,9,END/BRIN,1,None,DMAX_API,None,"19,0003499984741"
POSTGIS,10,END/BRIN,1,None,DMAX_API,None,"18,7505662441253"
POSTGIS,11,END/BRIN,1,None,DMAX_API,None,"18,9168217182159"
POSTGIS,12,END/BRIN,1,None,DMAX_API,None,"18,8561170101165"
POSTGIS,13,END/BRIN,1,None,DMAX_API,None,"18,8492577075958"
POSTGIS,14,END/BRIN,1,None,DMAX_API,None,"18,9669389724731"
POSTGIS,15,END/BRIN,1,None,DMAX_API,None,"19,0499663352966"
POSTGIS,16,END/BRIN,1,None,DMAX_API,None,"19,0169622898101"
POSTGIS,17,END/BRIN,1,None,DMAX_API,None,"19,0836522579193"
POSTGIS,18,END/BRIN,1,None,DMAX_API,None,"19,2004060745239"
POSTGIS,19,END/BRIN,1,None,DMAX_API,None,"18,9501006603240"
POSTGIS,20,END/BRIN,1,None,DMAX_API,None,"18,8503136634826"
POSTGIS,21,END/BRIN,1,None,DMAX_API,None,"19,2836079597473"
POSTGIS,22,END/BRIN,1,None,DMAX_API,None,"19,1503393650054"
POSTGIS,23,END/BRIN,1,None,DMAX_API,None,"19,1651515960693"
POSTGIS,24,END/BRIN,1,None,DMAX_API,None,"18,8170330524444"
POSTGIS,25,END/BRIN,1,None,DMAX_API,None,"18,8502988815307"
POSTGIS,26,END/BRIN,1,None,DMAX_API,None,"18,9394414424896"
POSTGIS,27,END/BRIN,1,None,DMAX_API,None,"18,9339962005615"
POSTGIS,28,END/BRIN,1,None,DMAX_API,None,"18,8178956508636"
POSTGIS,29,END/BRIN,1,None,DMAX_API,None,"18,9669675827026"
POSTGIS,0,END/BRIN,1,None,D_PM,None,"42,8271534442901"
POSTGIS,1,END/BRIN,1,None,D_PM,None,"42,7867109775543"
POSTGIS,2,END/BRIN,1,None,D_PM,None,"42,2115278244018"
POSTGIS,3,END/BRIN,1,None,D_PM,None,"42,5338780879974"
POSTGIS,4,END/BRIN,1,None,D_PM,None,"42,6447603702545"
POSTGIS,5,END/BRIN,1,None,D_PM,None,"42,3338205814361"
POSTGIS,6,END/BRIN,1,None,D_PM,None,"42,1427221298217"
POSTGIS,7,END/BRIN,1,None,D_PM,None,"44,2006673812866"
POSTGIS,8,END/BRIN,1,None,D_PM,None,"42,7006082534790"
POSTGIS,9,END/BRIN,1,None,D_PM,None,"43,2339797019958"
POSTGIS,10,END/BRIN,1,None,D_PM,None,"42,8005509376525"
POSTGIS,11,END/BRIN,1,None,D_PM,None,"43,0338892936706"
POSTGIS,12,END/BRIN,1,None,D_PM,None,"43,4008953571319"
POSTGIS,13,END/BRIN,1,None,D_PM,None,"42,9339101314544"
POSTGIS,14,END/BRIN,1,None,D_PM,None,"42,8516044616699"
POSTGIS,15,END/BRIN,1,None,D_PM,None,"43,4673192501068"
POSTGIS,16,END/BRIN,1,None,D_PM,None,"41,5800094604492"
POSTGIS,17,END/BRIN,1,None,D_PM,None,"42,4055852890014"
POSTGIS,18,END/BRIN,1,None,D_PM,None,"41,5674884319305"
POSTGIS,19,END/BRIN,1,None,D_PM,None,"41,2782003879547"
POSTGIS,20,END/BRIN,1,None,D_PM,None,"42,0006053447723"
POSTGIS,21,END/BRIN,1,None,D_PM,None,"42,7335178852081"
POSTGIS,22,END/BRIN,1,None,D_PM,None,"42,5339760780334"
POSTGIS,23,END/BRIN,1,None,D_PM,None,"42,2340562343597"
POSTGIS,24,END/BRIN,1,None,D_PM,None,"42,2828025817871"
POSTGIS,25,END/BRIN,1,None,D_PM,None,"41,9838409423828"
POSTGIS,26,END/BRIN,1,None,D_PM,None,"42,4220657348632"
POSTGIS,27,END/BRIN,1,None,D_PM,None,"41,8614842891693"
POSTGIS,28,END/BRIN,1,None,D_PM,None,"42,1005256175994"
POSTGIS,29,END/BRIN,1,None,D_PM,None,"42,4712638854980"
POSTGIS,0,END/BRIN,1,None,PERT,CONTAINS,"24,1055047512054"
POSTGIS,1,END/BRIN,1,None,PERT,CONTAINS,"23,9899384975433"
POSTGIS,2,END/BRIN,1,None,PERT,CONTAINS,"24,2023329734802"
POSTGIS,3,END/BRIN,1,None,PERT,CONTAINS,"24,0920302867889"
POSTGIS,4,END/BRIN,1,None,PERT,CONTAINS,"24,1143150329589"
POSTGIS,5,END/BRIN,1,None,PERT,CONTAINS,"23,8722269535064"
POSTGIS,6,END/BRIN,1,None,PERT,CONTAINS,"23,8836119174957"
POSTGIS,7,END/BRIN,1,None,PERT,CONTAINS,"23,0504453182220"
POSTGIS,8,END/BRIN,1,None,PERT,CONTAINS,"23,0834684371948"
POSTGIS,9,END/BRIN,1,None,PERT,CONTAINS,"24,2102468013763"
POSTGIS,10,END/BRIN,1,None,PERT,CONTAINS,"23,0405192375183"
POSTGIS,11,END/BRIN,1,None,PERT,CONTAINS,"23,8835988044738"
POSTGIS,12,END/BRIN,1,None,PERT,CONTAINS,"23,2759525775909"
POSTGIS,13,END/BRIN,1,None,PERT,CONTAINS,"23,3747689723968"
POSTGIS,14,END/BRIN,1,None,PERT,CONTAINS,"23,2669370174407"
POSTGIS,15,END/BRIN,1,None,PERT,CONTAINS,"22,7502293586730"
POSTGIS,16,END/BRIN,1,None,PERT,CONTAINS,"23,4504718780517"
POSTGIS,17,END/BRIN,1,None,PERT,CONTAINS,"23,0335779190063"
POSTGIS,18,END/BRIN,1,None,PERT,CONTAINS,"22,9503803253173"
POSTGIS,19,END/BRIN,1,None,PERT,CONTAINS,"23,3003218173980"
POSTGIS,20,END/BRIN,1,None,PERT,CONTAINS,"23,3002693653106"
POSTGIS,21,END/BRIN,1,None,PERT,CONTAINS,"23,6336150169372"
POSTGIS,22,END/BRIN,1,None,PERT,CONTAINS,"23,5670635700225"
POSTGIS,23,END/BRIN,1,None,PERT,CONTAINS,"23,1502509117126"
POSTGIS,24,END/BRIN,1,None,PERT,CONTAINS,"23,2993290424346"
POSTGIS,25,END/BRIN,1,None,PERT,CONTAINS,"23,6349089145660"
POSTGIS,26,END/BRIN,1,None,PERT,CONTAINS,"23,4669036865234"
POSTGIS,27,END/BRIN,1,None,PERT,CONTAINS,"23,4334826469421"
POSTGIS,28,END/BRIN,1,None,PERT,CONTAINS,"22,9670948982238"
POSTGIS,29,END/BRIN,1,None,PERT,CONTAINS,"23,8003332614898"
POSTGIS,0,END/BRIN,1,None,PERT,COVEREDBY,"21,3271420001983"
POSTGIS,1,END/BRIN,1,None,PERT,COVEREDBY,"21,9068331718444"
POSTGIS,2,END/BRIN,1,None,PERT,COVEREDBY,"21,5934870243072"
POSTGIS,3,END/BRIN,1,None,PERT,COVEREDBY,"21,0567576885223"
POSTGIS,4,END/BRIN,1,None,PERT,COVEREDBY,"21,4005975723266"
POSTGIS,5,END/BRIN,1,None,PERT,COVEREDBY,"20,8004560470581"
POSTGIS,6,END/BRIN,1,None,PERT,COVEREDBY,"20,4169054031372"
POSTGIS,7,END/BRIN,1,None,PERT,COVEREDBY,"20,7837121486663"
POSTGIS,8,END/BRIN,1,None,PERT,COVEREDBY,"21,0002551078796"
POSTGIS,9,END/BRIN,1,None,PERT,COVEREDBY,"20,4335739612579"
POSTGIS,10,END/BRIN,1,None,PERT,COVEREDBY,"21,3836276531219"
POSTGIS,11,END/BRIN,1,None,PERT,COVEREDBY,"20,6001884937286"
POSTGIS,12,END/BRIN,1,None,PERT,COVEREDBY,"21,0425510406494"
POSTGIS,13,END/BRIN,1,None,PERT,COVEREDBY,"21,1246769428253"
POSTGIS,14,END/BRIN,1,None,PERT,COVEREDBY,"20,9503688812255"
POSTGIS,15,END/BRIN,1,None,PERT,COVEREDBY,"20,6336951255798"
POSTGIS,16,END/BRIN,1,None,PERT,COVEREDBY,"23,8668696880340"
POSTGIS,17,END/BRIN,1,None,PERT,COVEREDBY,"21,4004583358764"
POSTGIS,18,END/BRIN,1,None,PERT,COVEREDBY,"20,7502546310424"
POSTGIS,19,END/BRIN,1,None,PERT,COVEREDBY,"21,1998670101165"
POSTGIS,20,END/BRIN,1,None,PERT,COVEREDBY,"21,7840526103973"
POSTGIS,21,END/BRIN,1,None,PERT,COVEREDBY,"21,2169885635375"
POSTGIS,22,END/BRIN,1,None,PERT,COVEREDBY,"21,3001551628112"
POSTGIS,23,END/BRIN,1,None,PERT,COVEREDBY,"21,9169607162475"
POSTGIS,24,END/BRIN,1,None,PERT,COVEREDBY,"21,2169249057769"
POSTGIS,25,END/BRIN,1,None,PERT,COVEREDBY,"21,2170867919921"
POSTGIS,26,END/BRIN,1,None,PERT,COVEREDBY,"21,1002914905548"
POSTGIS,27,END/BRIN,1,None,PERT,COVEREDBY,"21,3003015518188"
POSTGIS,28,END/BRIN,1,None,PERT,COVEREDBY,"21,3836317062377"
POSTGIS,29,END/BRIN,1,None,PERT,COVEREDBY,"21,5837023258209"
POSTGIS,0,END/BRIN,1,None,PERT,DISJOINT,"87,9011797904968"
POSTGIS,1,END/BRIN,1,None,PERT,DISJOINT,"88,3179190158844"
POSTGIS,2,END/BRIN,1,None,PERT,DISJOINT,"87,7012217044830"
POSTGIS,3,END/BRIN,1,None,PERT,DISJOINT,"88,7179582118988"
POSTGIS,4,END/BRIN,1,None,PERT,DISJOINT,"90,8679106235504"
POSTGIS,5,END/BRIN,1,None,PERT,DISJOINT,"88,3012764453888"
POSTGIS,6,END/BRIN,1,None,PERT,DISJOINT,"86,9512259960174"
POSTGIS,7,END/BRIN,1,None,PERT,DISJOINT,"88,5476882457733"
POSTGIS,8,END/BRIN,1,None,PERT,DISJOINT,"87,6380228996276"
POSTGIS,9,END/BRIN,1,None,PERT,DISJOINT,"90,3845984935760"
POSTGIS,10,END/BRIN,1,None,PERT,DISJOINT,"89,1668314933776"
POSTGIS,11,END/BRIN,1,None,PERT,DISJOINT,"89,3190343379974"
POSTGIS,12,END/BRIN,1,None,PERT,DISJOINT,"88,8012542724609"
POSTGIS,13,END/BRIN,1,None,PERT,DISJOINT,"89,0010766983032"
POSTGIS,14,END/BRIN,1,None,PERT,DISJOINT,"88,7346217632293"
POSTGIS,15,END/BRIN,1,None,PERT,DISJOINT,"87,8846139907836"
POSTGIS,16,END/BRIN,1,None,PERT,DISJOINT,"90,0511474609375"
POSTGIS,17,END/BRIN,1,None,PERT,DISJOINT,"88,2180159091949"
POSTGIS,18,END/BRIN,1,None,PERT,DISJOINT,"90,5179350376129"
POSTGIS,19,END/BRIN,1,None,PERT,DISJOINT,"86,8012046813964"
POSTGIS,20,END/BRIN,1,None,PERT,DISJOINT,"88,0178809165954"
POSTGIS,21,END/BRIN,1,None,PERT,DISJOINT,"87,3625400066375"
POSTGIS,22,END/BRIN,1,None,PERT,DISJOINT,"90,4399342536926"
POSTGIS,23,END/BRIN,1,None,PERT,DISJOINT,"90,6179075241088"
POSTGIS,24,END/BRIN,1,None,PERT,DISJOINT,"88,8345403671264"
POSTGIS,25,END/BRIN,1,None,PERT,DISJOINT,"89,9012992382049"
POSTGIS,26,END/BRIN,1,None,PERT,DISJOINT,"91,3512473106384"
POSTGIS,27,END/BRIN,1,None,PERT,DISJOINT,"88,7346050739288"
POSTGIS,28,END/BRIN,1,None,PERT,DISJOINT,"89,1678328514099"
POSTGIS,29,END/BRIN,1,None,PERT,DISJOINT,"90,1179120540618"
POSTGIS,0,END/BRIN,1,None,PERT,INTERSECTS,"23,8670110702514"
POSTGIS,1,END/BRIN,1,None,PERT,INTERSECTS,"23,6334400177001"
POSTGIS,2,END/BRIN,1,None,PERT,INTERSECTS,"23,4837512969970"
POSTGIS,3,END/BRIN,1,None,PERT,INTERSECTS,"23,4670391082763"
POSTGIS,4,END/BRIN,1,None,PERT,INTERSECTS,"23,9336793422698"
POSTGIS,5,END/BRIN,1,None,PERT,INTERSECTS,"23,7837083339691"
POSTGIS,6,END/BRIN,1,None,PERT,INTERSECTS,"23,7503225803375"
POSTGIS,7,END/BRIN,1,None,PERT,INTERSECTS,"24,1836709976196"
POSTGIS,8,END/BRIN,1,None,PERT,INTERSECTS,"23,9837160110473"
POSTGIS,9,END/BRIN,1,None,PERT,INTERSECTS,"23,0502991676330"
POSTGIS,10,END/BRIN,1,None,PERT,INTERSECTS,"23,5003230571746"
POSTGIS,11,END/BRIN,1,None,PERT,INTERSECTS,"23,1444668769836"
POSTGIS,12,END/BRIN,1,None,PERT,INTERSECTS,"24,2062022686004"
POSTGIS,13,END/BRIN,1,None,PERT,INTERSECTS,"23,1925387382507"
POSTGIS,14,END/BRIN,1,None,PERT,INTERSECTS,"23,3580877780914"
POSTGIS,15,END/BRIN,1,None,PERT,INTERSECTS,"24,2481760978698"
POSTGIS,16,END/BRIN,1,None,PERT,INTERSECTS,"23,0691695213317"
POSTGIS,17,END/BRIN,1,None,PERT,INTERSECTS,"23,1835265159606"
POSTGIS,18,END/BRIN,1,None,PERT,INTERSECTS,"23,4337768554687"
POSTGIS,19,END/BRIN,1,None,PERT,INTERSECTS,"23,3669672012329"
POSTGIS,20,END/BRIN,1,None,PERT,INTERSECTS,"23,6002886295318"
POSTGIS,21,END/BRIN,1,None,PERT,INTERSECTS,"24,0561108589172"
POSTGIS,22,END/BRIN,1,None,PERT,INTERSECTS,"23,8778088092803"
POSTGIS,23,END/BRIN,1,None,PERT,INTERSECTS,"23,4504313468933"
POSTGIS,24,END/BRIN,1,None,PERT,INTERSECTS,"23,4169330596923"
POSTGIS,25,END/BRIN,1,None,PERT,INTERSECTS,"24,0169322490692"
POSTGIS,26,END/BRIN,1,None,PERT,INTERSECTS,"24,8003718852996"
POSTGIS,27,END/BRIN,1,None,PERT,INTERSECTS,"25,3170063495636"
POSTGIS,28,END/BRIN,1,None,PERT,INTERSECTS,"23,8004148006439"
POSTGIS,29,END/BRIN,1,None,PERT,INTERSECTS,"23,6169590950012"
POSTGIS,0,END/BRIN,1,None,PERT,WITHIN,"21,4669678211212"
POSTGIS,1,END/BRIN,1,None,PERT,WITHIN,"21,5003433227539"
POSTGIS,2,END/BRIN,1,None,PERT,WITHIN,"21,5335786342620"
POSTGIS,3,END/BRIN,1,None,PERT,WITHIN,"21,4169745445251"
POSTGIS,4,END/BRIN,1,None,PERT,WITHIN,"21,4669921398162"
POSTGIS,5,END/BRIN,1,None,PERT,WITHIN,"21,5335063934326"
POSTGIS,6,END/BRIN,1,None,PERT,WITHIN,"21,4002213478088"
POSTGIS,7,END/BRIN,1,None,PERT,WITHIN,"21,4672763347625"
POSTGIS,8,END/BRIN,1,None,PERT,WITHIN,"22,0256383419036"
POSTGIS,9,END/BRIN,1,None,PERT,WITHIN,"21,8017342090606"
POSTGIS,10,END/BRIN,1,None,PERT,WITHIN,"22,2057178020477"
POSTGIS,11,END/BRIN,1,None,PERT,WITHIN,"21,3008575439453"
POSTGIS,12,END/BRIN,1,None,PERT,WITHIN,"20,8917539119720"
POSTGIS,13,END/BRIN,1,None,PERT,WITHIN,"21,7258386611938"
POSTGIS,14,END/BRIN,1,None,PERT,WITHIN,"21,6336834430694"
POSTGIS,15,END/BRIN,1,None,PERT,WITHIN,"21,5003635883331"
POSTGIS,16,END/BRIN,1,None,PERT,WITHIN,"21,8668375015258"
POSTGIS,17,END/BRIN,1,None,PERT,WITHIN,"21,5822896957397"
POSTGIS,18,END/BRIN,1,None,PERT,WITHIN,"21,9184780120849"
POSTGIS,19,END/BRIN,1,None,PERT,WITHIN,"20,6002578735351"
POSTGIS,20,END/BRIN,1,None,PERT,WITHIN,"21,2491855621337"
